train_loss,train_accuracy,test_loss,test_accuracy,grok_loss,grok_accuracy,corrupt_loss,corrupt_accuracy
1.1771246,0.113425925,1.1453351,0.096296296,,,1.3989462,0.0
1.1183465,0.10416667,1.12446,0.08888888,,,1.20142,0.1
1.0997444,0.08101852,1.0936203,0.08148148,,,1.1734631,0.0
1.0932949,0.053240743,1.1062211,0.04444444,,,1.0300549,0.0
1.1029149,0.041666668,1.1003181,0.014814815,,,1.0726119,0.0
1.0878626,0.02314815,1.094661,0.02222222,,,1.0095828,0.0
1.0698351,0.037037037,1.110184,0.0074074073,,,1.141046,0.0
1.057569,0.04166667,1.0736288,0.037037037,,,1.02713,0.0
1.0531442,0.034722224,1.0907568,0.02222222,,,1.1267923,0.0
1.0480881,0.04398148,1.0701017,0.037037037,,,1.0696028,0.1
1.049695,0.027777778,1.1024328,0.014814815,,,0.7941852,0.1
1.0436256,0.025462963,1.0588676,0.014814815,,,1.0697283,0.0
1.0359915,0.027777778,1.1048275,0.02222222,,,1.1119918,0.0
1.0313815,0.02314815,1.0406225,0.014814815,,,0.9579346,0.1
1.0313871,0.020833336,1.0696014,0.0,,,1.0213677,0.0
1.0360837,0.020833334,1.0550271,0.02222222,,,1.0292552,0.0
1.0284305,0.030092591,1.065544,0.02222222,,,1.017643,0.0
1.025364,0.025462963,1.0715381,0.02962963,,,1.056224,0.0
1.0288033,0.018518519,1.0723938,0.02222222,,,0.9149878,0.0
1.0322478,0.018518519,1.0734627,0.014814815,,,0.9230062,0.0
1.0097413,0.018518519,1.0554575,0.02222222,,,0.9441924,0.2
1.0499727,0.027777778,1.0666486,0.02222222,,,0.9309494,0.0
1.0256795,0.009259259,1.1061807,0.02962963,,,1.0566621,0.0
1.0202025,0.011574075,1.0739799,0.02222222,,,0.99555206,0.0
1.0303133,0.016203705,1.0508221,0.0074074073,,,0.87308884,0.0
1.0290906,0.020833334,1.046705,0.0,,,0.88960105,0.0
1.0268569,0.016203703,1.0304624,0.0074074073,,,0.9411791,0.0
1.0492103,0.013888889,1.0348092,0.0074074073,,,0.9438153,0.0
1.0172242,0.016203703,1.0823464,0.02222222,,,0.9061375,0.0
1.0148451,0.009259259,1.0819304,0.0074074073,,,0.86220884,0.0
1.0222156,0.020833334,1.0721805,0.0074074073,,,0.9872499,0.0
1.0253705,0.0069444445,1.0499127,0.0074074073,,,1.0299284,0.0
1.030923,0.009259259,1.0624413,0.0,,,0.96082896,0.0
1.0065656,0.009259259,1.0645761,0.0074074073,,,0.9114491,0.0
1.0072944,0.016203705,1.0692092,0.014814815,,,0.91682804,0.0
1.0033777,0.018518519,1.0376728,0.0074074073,,,1.0124475,0.1
1.021339,0.009259259,1.0846069,0.014814815,,,0.877652,0.1
1.0363996,0.011574075,1.047666,0.014814815,,,0.96598536,0.0
1.029663,0.018518519,1.0567862,0.0074074073,,,0.9456082,0.0
1.0213252,0.0046296297,1.0318834,0.0074074073,,,0.9540497,0.0
1.0142438,0.016203703,1.0556787,0.0,,,0.9445138,0.0
1.0043498,0.009259259,1.0407103,0.037037037,,,0.95769197,0.0
1.006141,0.016203703,1.0488714,0.0074074073,,,0.8830035,0.0
1.0318482,0.009259259,1.0596219,0.0,,,0.9082503,0.0
1.0083504,0.016203705,1.044072,0.0,,,0.9641829,0.0
0.9990262,0.011574075,1.048074,0.0074074073,,,0.96000344,0.0
1.0060307,0.011574075,1.0632236,0.0074074073,,,0.9741546,0.1
1.0087438,0.016203703,1.071963,0.0,,,1.05204,0.0
1.0046278,0.018518519,1.0538712,0.0074074073,,,0.958287,0.0
0.9998999,0.016203703,1.0616672,0.0,,,0.9783783,0.0
0.9962672,0.009259259,1.0590135,0.0,,,0.9156679,0.0
0.98937845,0.016203705,1.0703388,0.0,,,0.89628166,0.1
0.990409,0.0046296297,1.0570481,0.0,,,1.0103664,0.0
0.98619306,0.013888889,1.0515985,0.0074074073,,,0.8722688,0.0
1.0020652,0.013888889,1.0828931,0.0,,,0.9569649,0.0
0.9891917,0.011574075,1.0406349,0.0,,,0.92007893,0.0
1.0118089,0.011574075,1.0418316,0.0,,,0.8170225,0.0
0.99868613,0.009259259,1.0670094,0.0,,,0.9621963,0.0
0.98968786,0.013888889,1.0560935,0.014814815,,,0.94495213,0.0
1.0115237,0.0046296297,1.0442156,0.0,,,1.0162019,0.0
1.001531,0.011574075,1.065417,0.0,,,0.9700474,0.0
0.9852351,0.009259259,1.0795234,0.0,,,1.0847865,0.0
1.0080842,0.009259259,1.0737485,0.014814815,,,0.8858213,0.0
1.0033367,0.018518519,1.0621158,0.014814815,,,0.9641621,0.0
0.99725103,0.0046296297,1.0400369,0.0,,,0.8267979,0.0
0.9691745,0.013888889,1.0888739,0.014814815,,,0.9411614,0.0
0.98418283,0.016203705,1.0608959,0.0074074073,,,0.80866826,0.1
1.002262,0.013888889,1.0379592,0.014814815,,,0.90610266,0.0
0.9881159,0.02314815,1.0543417,0.014814815,,,1.0635362,0.0
0.9929193,0.016203703,1.0605531,0.014814815,,,0.8780048,0.0
0.99321425,0.018518519,1.031697,0.04444444,,,0.8181548,0.2
0.99341404,0.020833334,1.0142092,0.0074074073,,,0.9214948,0.1
0.96911216,0.032407407,1.044474,0.014814815,,,0.9117292,0.0
0.994653,0.009259259,1.0430716,0.014814815,,,0.8934853,0.0
1.0014083,0.018518519,1.0298387,0.0074074073,,,0.93699116,0.0
0.9729583,0.01851852,1.0343535,0.0074074073,,,0.84739107,0.0
0.9853457,0.016203705,1.0524591,0.0,,,0.7653755,0.0
