train_loss,train_accuracy,test_loss,test_accuracy,grok_loss,grok_accuracy,corrupt_loss,corrupt_accuracy
0.987666,0.008928572,0.93545955,0.0,,,,
0.79198265,0.04854911,0.6786892,0.11111111,,,,
0.47279868,0.4877232,0.32309595,0.6296296,,,,
0.25713953,0.7645089,0.15246606,0.8518519,,,,
0.13626638,0.87276787,0.084062085,0.962963,,,,
0.0585472,0.9698661,0.042722013,1.0,,,,
0.028663507,0.9938616,0.015449574,1.0,,,,
0.01755385,0.99776787,0.014758284,1.0,,,,
0.013518284,1.0,0.01053599,1.0,,,,
0.01035188,1.0,0.005678987,1.0,,,,
0.008823854,1.0,0.011891825,1.0,,,,
0.007877647,1.0,0.0053806053,1.0,,,,
0.007817182,1.0,0.009583551,1.0,,,,
0.006576412,1.0,0.005085998,1.0,,,,
0.005629488,1.0,0.005128527,1.0,,,,
0.0052557164,1.0,0.003256433,1.0,,,,
0.004931674,1.0,0.0037675088,1.0,,,,
0.0048861583,1.0,0.0035160119,1.0,,,,
0.004767891,1.0,0.0032354267,1.0,,,,
0.004113226,1.0,0.0027208598,1.0,,,,
0.0040306947,1.0,0.0033164683,1.0,,,,
0.00372928,1.0,0.0039561214,1.0,,,,
0.003886076,1.0,0.0023064332,1.0,,,,
0.0032677054,1.0,0.0039705895,1.0,,,,
0.0033338412,1.0,0.002145942,1.0,,,,
0.0029182695,1.0,0.0028686626,1.0,,,,
0.0031518992,1.0,0.0021081588,1.0,,,,
0.0028539852,1.0,0.0021085136,1.0,,,,
0.0027525406,1.0,0.001901615,1.0,,,,
0.0028794524,1.0,0.0018094477,1.0,,,,
0.0029750224,1.0,0.0025302963,1.0,,,,
0.0027987473,1.0,0.0016676898,1.0,,,,
0.0027483753,1.0,0.0029316635,1.0,,,,
0.0030537755,1.0,0.003614171,1.0,,,,
0.0028257973,1.0,0.0024099555,1.0,,,,
0.0024501102,1.0,0.0018858375,1.0,,,,
0.002306733,1.0,0.0017687749,1.0,,,,
0.0022953064,1.0,0.0025367045,1.0,,,,
0.0021406352,1.0,0.002018195,1.0,,,,
0.0021389774,1.0,0.0013869526,1.0,,,,
0.0024459579,1.0,0.001921,1.0,,,,
0.0022412743,1.0,0.0021357278,1.0,,,,
0.0020538291,1.0,0.0015134978,1.0,,,,
0.0019803594,1.0,0.0025846001,1.0,,,,
0.002063404,1.0,0.001983304,1.0,,,,
0.001844148,1.0,0.001377042,1.0,,,,
0.0019413158,1.0,0.001457837,1.0,,,,
0.0018210848,1.0,0.001157101,1.0,,,,
0.0017238641,1.0,0.0011916759,1.0,,,,
0.0016955483,1.0,0.0012521375,1.0,,,,
0.0017096944,1.0,0.0016012086,1.0,,,,
0.0016260508,1.0,0.0014487982,1.0,,,,
0.0017760972,1.0,0.0033424345,1.0,,,,
0.0019921076,1.0,0.0018244882,1.0,,,,
0.001688336,1.0,0.0018866573,1.0,,,,
0.0016238225,1.0,0.0013015838,1.0,,,,
0.0015975543,1.0,0.0015656305,1.0,,,,
0.001529196,1.0,0.001169184,1.0,,,,
0.0014295863,1.0,0.0009809212,1.0,,,,
0.0015483033,1.0,0.0011228555,1.0,,,,
0.0015007294,1.0,0.0018561549,1.0,,,,
0.0013731305,1.0,0.00090076454,1.0,,,,
0.0013798348,1.0,0.0007949127,1.0,,,,
0.0014017586,1.0,0.001825848,1.0,,,,
0.0013464297,1.0,0.0009174796,1.0,,,,
0.001327621,1.0,0.0012628785,1.0,,,,
0.0013088139,1.0,0.0014362368,1.0,,,,
0.001295944,1.0,0.0014202092,1.0,,,,
0.0013029819,1.0,0.00097219524,1.0,,,,
0.0012044916,1.0,0.0016274096,1.0,,,,
0.0012987163,1.0,0.0012753407,1.0,,,,
0.0012121508,1.0,0.0008206673,1.0,,,,
0.0013368644,1.0,0.0012492265,1.0,,,,
0.001342859,1.0,0.0010934306,1.0,,,,
0.0012361485,1.0,0.0014455171,1.0,,,,
0.0012117352,1.0,0.0011952298,1.0,,,,
0.0011710636,1.0,0.0010902134,1.0,,,,
0.0012138188,1.0,0.0016669908,1.0,,,,
0.0013165392,1.0,0.001941091,1.0,,,,
0.0012661982,1.0,0.0011781943,1.0,,,,
0.0011499382,1.0,0.00092350325,1.0,,,,
0.0011024546,1.0,0.0011771027,1.0,,,,
0.0013661925,1.0,0.0014883328,1.0,,,,
0.0011930483,1.0,0.0008831048,1.0,,,,
0.0011691559,1.0,0.0010616373,1.0,,,,
0.0010033908,1.0,0.0007788021,1.0,,,,
0.0010343061,1.0,0.0008029762,1.0,,,,
0.0009431065,1.0,0.0010525361,1.0,,,,
0.00093333505,1.0,0.0009650535,1.0,,,,
0.00088023284,1.0,0.0010102948,1.0,,,,
0.00092154613,1.0,0.00092591916,1.0,,,,
0.0009242299,1.0,0.00054376596,1.0,,,,
0.0009888854,1.0,0.0010842811,1.0,,,,
0.0009976596,1.0,0.00067692215,1.0,,,,
0.0009746842,1.0,0.0007214819,1.0,,,,
0.0009743631,1.0,0.00064706634,1.0,,,,
0.0008537121,1.0,0.0007379714,1.0,,,,
0.00090377446,1.0,0.0007811072,1.0,,,,
0.00088715093,1.0,0.0005310382,1.0,,,,
0.00087446807,1.0,0.0012438534,1.0,,,,
0.00083099055,1.0,0.00050988863,1.0,,,,
0.0008542888,1.0,0.0009476473,1.0,,,,
0.00080771325,1.0,0.0011706039,1.0,,,,
0.00086911436,1.0,0.0009565305,1.0,,,,
0.000885935,1.0,0.00080534373,1.0,,,,
0.0008893325,1.0,0.0011346372,1.0,,,,
0.00081808696,1.0,0.0007664423,1.0,,,,
0.00076308753,1.0,0.00078088563,1.0,,,,
0.00080905296,1.0,0.00063489156,1.0,,,,
0.0007693506,1.0,0.0005045432,1.0,,,,
0.0007539623,1.0,0.000560606,1.0,,,,
0.0007421717,1.0,0.0009931354,1.0,,,,
0.00076760724,1.0,0.00071517815,1.0,,,,
0.0007974221,1.0,0.0014070903,1.0,,,,
0.00079571316,1.0,0.0007711158,1.0,,,,
0.0007341154,1.0,0.0006209923,1.0,,,,
0.0007050283,1.0,0.00072273484,1.0,,,,
0.000747584,1.0,0.0009564022,1.0,,,,
0.000838002,1.0,0.0011585369,1.0,,,,
0.00085370603,1.0,0.00084651326,1.0,,,,
0.00077289477,1.0,0.0006514385,1.0,,,,
0.0007228434,1.0,0.00066818733,1.0,,,,
0.00069758046,1.0,0.00083980267,1.0,,,,
0.0007633233,1.0,0.00075305125,1.0,,,,
0.0007607243,1.0,0.0007591883,1.0,,,,
0.0006687268,1.0,0.0009100459,1.0,,,,
0.0006965357,1.0,0.00054910826,1.0,,,,
0.00065251207,1.0,0.00074792956,1.0,,,,
0.0008469142,1.0,0.001251825,1.0,,,,
0.0007845409,1.0,0.000993463,1.0,,,,
0.00067629426,1.0,0.00055180886,1.0,,,,
0.00067281147,1.0,0.0007118676,1.0,,,,
0.00062499574,1.0,0.00093886803,1.0,,,,
0.0006291281,1.0,0.000518484,1.0,,,,
0.00066540873,1.0,0.00050575525,1.0,,,,
0.0006687102,1.0,0.0008384481,1.0,,,,
0.0007798477,1.0,0.0006814537,1.0,,,,
0.0006480693,1.0,0.00083685823,1.0,,,,
0.0006088814,1.0,0.0008160737,1.0,,,,
0.0005957471,1.0,0.00051364827,1.0,,,,
0.0006064465,1.0,0.00076053373,1.0,,,,
0.00064516725,1.0,0.0006303105,1.0,,,,
0.00067730976,1.0,0.00089131057,1.0,,,,
0.00064438983,1.0,0.0006859081,1.0,,,,
0.00061022915,1.0,0.0007480941,1.0,,,,
0.0005552323,1.0,0.0005600396,1.0,,,,
0.00057878386,1.0,0.00077848893,1.0,,,,
0.0006388685,1.0,0.0007400565,1.0,,,,
0.00062722154,1.0,0.00062185613,1.0,,,,
0.00060048077,1.0,0.0005518133,1.0,,,,
0.00056453596,1.0,0.00051996595,1.0,,,,
0.0005328786,1.0,0.00087056117,1.0,,,,
0.0005506537,1.0,0.0004025056,1.0,,,,
0.000564748,1.0,0.0007242225,1.0,,,,
0.0006060757,1.0,0.00061208097,1.0,,,,
0.0005219894,1.0,0.0005781473,1.0,,,,
0.0005766936,1.0,0.00052096177,1.0,,,,
0.00057516125,1.0,0.00048667673,1.0,,,,
0.00048683817,1.0,0.0006018938,1.0,,,,
0.000589372,1.0,0.0004890024,1.0,,,,
0.0005231561,1.0,0.00041016302,1.0,,,,
0.0005321765,1.0,0.0008725145,1.0,,,,
0.0005537874,1.0,0.0006717158,1.0,,,,
0.0005023622,1.0,0.00070832414,1.0,,,,
0.00049569143,1.0,0.0004726884,1.0,,,,
0.0005595139,1.0,0.0004120516,1.0,,,,
0.00066712074,1.0,0.00064768863,1.0,,,,
0.0006309108,1.0,0.00077202363,1.0,,,,
0.00048763625,1.0,0.0004664775,1.0,,,,
0.00049255055,1.0,0.0007272659,1.0,,,,
0.00047139724,1.0,0.00056219666,1.0,,,,
0.00049165345,1.0,0.0005725313,1.0,,,,
0.00047745247,1.0,0.0004691527,1.0,,,,
0.00048217244,1.0,0.00036768938,1.0,,,,
0.0004679097,1.0,0.0004978388,1.0,,,,
0.00043896324,1.0,0.0004857307,1.0,,,,
0.00045012005,1.0,0.00080923416,1.0,,,,
0.00050857913,1.0,0.00052215526,1.0,,,,
0.00053611014,1.0,0.00041521623,1.0,,,,
0.00049781305,1.0,0.0005195443,1.0,,,,
0.0004475302,1.0,0.0004633301,1.0,,,,
0.0004274173,1.0,0.00040907334,1.0,,,,
0.00041359718,1.0,0.00043672172,1.0,,,,
0.00047298396,1.0,0.000569074,1.0,,,,
0.00047830687,1.0,0.00045383594,1.0,,,,
0.00044057402,1.0,0.00045401303,1.0,,,,
0.00044781814,1.0,0.0004147173,1.0,,,,
0.00047689205,1.0,0.00057359075,1.0,,,,
0.00045378812,1.0,0.00045030008,1.0,,,,
0.0004558212,1.0,0.0005019391,1.0,,,,
0.00040778122,1.0,0.00035089577,1.0,,,,
0.00043334704,1.0,0.00043319014,1.0,,,,
0.00042716478,1.0,0.00046676415,1.0,,,,
0.00042681754,1.0,0.00037657146,1.0,,,,
0.00041620756,1.0,0.00044921832,1.0,,,,
0.00041063616,1.0,0.00040794918,1.0,,,,
0.00040781943,1.0,0.00038617125,1.0,,,,
0.00041532863,1.0,0.00034271332,1.0,,,,
0.00042963037,1.0,0.0005560275,1.0,,,,
0.00039193456,1.0,0.00048020415,1.0,,,,
0.00037530545,1.0,0.00033216007,1.0,,,,
0.00040847334,1.0,0.00025773016,1.0,,,,
0.00038625873,1.0,0.000510715,1.0,,,,
0.0004216597,1.0,0.00029601806,1.0,,,,
0.00040271418,1.0,0.00044746298,1.0,,,,
0.0004139871,1.0,0.00039716013,1.0,,,,
0.00041323123,1.0,0.0003907195,1.0,,,,
0.0003919312,1.0,0.0005062186,1.0,,,,
0.00035073335,1.0,0.0006123024,1.0,,,,
0.00038010598,1.0,0.00041500336,1.0,,,,
0.00035229692,1.0,0.00029684659,1.0,,,,
0.0003660439,1.0,0.00026153104,1.0,,,,
0.00036243905,1.0,0.00046898244,1.0,,,,
0.00037266646,1.0,0.00041138442,1.0,,,,
0.00035651718,1.0,0.00038040933,1.0,,,,
0.0003498096,1.0,0.0006343274,1.0,,,,
0.00038426547,1.0,0.0003959209,1.0,,,,
0.00039250375,1.0,0.00038460165,1.0,,,,
0.00037699047,1.0,0.0003143603,1.0,,,,
0.00035550995,1.0,0.00023905023,1.0,,,,
0.00038497758,1.0,0.00033932016,1.0,,,,
0.00036196093,1.0,0.00032784598,1.0,,,,
0.0003302581,1.0,0.00051160407,1.0,,,,
0.00033513873,1.0,0.0005320554,1.0,,,,
0.00038928908,1.0,0.0003797305,1.0,,,,
0.00066862616,1.0,0.0016008415,1.0,,,,
0.00198326,1.0,0.0024999704,1.0,,,,
0.0015037332,1.0,0.00074291986,1.0,,,,
0.0006978771,1.0,0.0005463268,1.0,,,,
0.00042850384,1.0,0.0003656435,1.0,,,,
0.00036341636,1.0,0.00042731085,1.0,,,,
0.0003391195,1.0,0.0002950497,1.0,,,,
0.00035913644,1.0,0.00049550144,1.0,,,,
0.00034941945,1.0,0.0005701166,1.0,,,,
0.00034720707,1.0,0.00040864854,1.0,,,,
0.00034502076,1.0,0.0003506213,1.0,,,,
0.00033283088,1.0,0.00032168147,1.0,,,,
0.00028371182,1.0,0.00044744514,1.0,,,,
0.00029981532,1.0,0.00033884292,1.0,,,,
0.00029325555,1.0,0.00030493038,1.0,,,,
0.0002789192,1.0,0.00040452852,1.0,,,,
0.0002703587,1.0,0.00021773395,1.0,,,,
0.00027719475,1.0,0.00023796351,1.0,,,,
0.00028483316,1.0,0.00030437662,1.0,,,,
0.0002887751,1.0,0.00020643913,1.0,,,,
0.0002826416,1.0,0.00025442344,1.0,,,,
0.00028431337,1.0,0.00042019278,1.0,,,,
0.0002618984,1.0,0.00029477966,1.0,,,,
0.0002806508,1.0,0.0002733155,1.0,,,,
0.00030737018,1.0,0.00030207343,1.0,,,,
0.0002877994,1.0,0.0002867801,1.0,,,,
0.00028278134,1.0,0.00033886186,1.0,,,,
0.00027265798,1.0,0.000250548,1.0,,,,
0.00029207085,1.0,0.00032566386,1.0,,,,
0.00029905976,1.0,0.0003094555,1.0,,,,
0.0002688678,1.0,0.00023281128,1.0,,,,
0.0002499859,1.0,0.00033784867,1.0,,,,
0.00028569726,1.0,0.000322164,1.0,,,,
0.00030183134,1.0,0.00027714425,1.0,,,,
0.00026658998,1.0,0.00029746024,1.0,,,,
0.00025614773,1.0,0.00025845182,1.0,,,,
0.0002604675,1.0,0.00030625876,1.0,,,,
0.0002557156,1.0,0.00048008587,1.0,,,,
0.00025956632,1.0,0.00023420018,1.0,,,,
0.00025934045,1.0,0.00019661947,1.0,,,,
0.00023835358,1.0,0.00022198498,1.0,,,,
0.00027697178,1.0,0.00019975309,1.0,,,,
0.00023061958,1.0,0.00045890338,1.0,,,,
0.00027486935,1.0,0.00037697252,1.0,,,,
0.00024832282,1.0,0.0002933701,1.0,,,,
0.00023882197,1.0,0.00021870117,1.0,,,,
0.0002388067,1.0,0.0002682911,1.0,,,,
0.00023440707,1.0,0.00022713564,1.0,,,,
0.00023023819,1.0,0.00038639418,1.0,,,,
0.00024437657,1.0,0.0003034999,1.0,,,,
0.00024965548,1.0,0.00023643962,1.0,,,,
0.00023816283,1.0,0.00028184286,1.0,,,,
0.00025438846,1.0,0.00030257698,1.0,,,,
0.0002535051,1.0,0.0003666184,1.0,,,,
0.00029689627,1.0,0.000250056,1.0,,,,
0.00026981265,1.0,0.00023400529,1.0,,,,
0.00024657178,1.0,0.00034925755,1.0,,,,
0.0002948213,1.0,0.0005878008,1.0,,,,
0.00026993192,1.0,0.0001827426,1.0,,,,
0.00027583333,1.0,0.00021559904,1.0,,,,
0.00023248408,1.0,0.0002685717,1.0,,,,
0.00021965259,1.0,0.0003036794,1.0,,,,
0.00021847872,1.0,0.00016787207,1.0,,,,
0.00022558458,1.0,0.000158474,1.0,,,,
0.00020929685,1.0,0.00023740079,1.0,,,,
0.00021548393,1.0,0.00022090536,1.0,,,,
0.00020871856,1.0,0.00016645346,1.0,,,,
0.00021556253,1.0,0.0002158643,1.0,,,,
0.00021817772,1.0,0.00024396152,1.0,,,,
0.00021227883,1.0,0.00024720267,1.0,,,,
0.00023821602,1.0,0.00032094945,1.0,,,,
0.00023057996,1.0,0.0004098848,1.0,,,,
0.00024611366,1.0,0.0002614645,1.0,,,,
0.00021209092,1.0,0.00024985647,1.0,,,,
0.00022056993,1.0,0.00026354214,1.0,,,,
0.00020764729,1.0,0.0002802297,1.0,,,,
0.00019559466,1.0,0.00025017158,1.0,,,,
0.00020635333,1.0,0.00019839375,1.0,,,,
0.00020153438,1.0,0.00013551251,1.0,,,,
0.00021663297,1.0,0.00024423562,1.0,,,,
0.00021263269,1.0,0.00019767464,1.0,,,,
0.0002148295,1.0,0.0001272366,1.0,,,,
0.00023131512,1.0,0.00026529023,1.0,,,,
0.000234201,1.0,0.0002639896,1.0,,,,
0.00023910298,1.0,0.0001816139,1.0,,,,
0.00019900769,1.0,0.00019076672,1.0,,,,
0.00021645085,1.0,0.000191905,1.0,,,,
0.0002349145,1.0,0.0003396762,1.0,,,,
0.00021500773,1.0,0.00024801068,1.0,,,,
0.00019625798,1.0,0.00025229127,1.0,,,,
0.00022730965,1.0,0.00015052207,1.0,,,,
0.00018998083,1.0,0.00022699908,1.0,,,,
0.000272834,1.0,0.0003981856,1.0,,,,
0.00038112988,1.0,0.00026861925,1.0,,,,
0.0002719542,1.0,0.00037337295,1.0,,,,
0.00029415474,1.0,0.0006953905,1.0,,,,
0.00036307893,1.0,0.000384526,1.0,,,,
