train_loss,train_accuracy,test_loss,test_accuracy,grok_loss,grok_accuracy,corrupt_loss,corrupt_accuracy
0.9714239,0.0061383927,1.0230904,0.037037037,,,,
0.9082361,0.063616075,0.8827195,0.3703704,,,,
0.77909046,0.18359375,0.69127214,0.14814815,,,,
0.46621856,0.52790177,0.32339096,0.7407408,,,,
0.35007602,0.81584823,0.2423769,0.8888889,,,,
0.25260392,0.828125,0.24587186,0.7777778,,,,
0.15833881,0.8688616,0.055699036,0.962963,,,,
0.075442456,0.9547991,0.03999547,0.962963,,,,
0.056638252,0.96428573,0.04064394,0.9259259,,,,
0.039715625,0.98158485,0.1692187,0.962963,,,,
0.034645583,0.97991073,0.026900763,0.962963,,,,
0.022699952,0.9938616,0.025795087,0.962963,,,,
0.014348967,0.99720985,0.014694126,0.962963,,,,
0.01015585,0.99776787,0.00924882,1.0,,,,
0.009033981,0.99776787,0.0073137656,1.0,,,,
0.008550879,0.9988839,0.019623298,0.962963,,,,
0.0087687345,0.99665177,0.010674102,1.0,,,,
0.007993727,0.999442,0.0051467703,1.0,,,,
0.006060616,0.999442,0.006508382,1.0,,,,
0.005302458,1.0,0.005632644,1.0,,,,
0.004276988,1.0,0.004793327,1.0,,,,
0.005547464,0.99776787,0.011020522,1.0,,,,
0.005104031,0.999442,0.00656812,1.0,,,,
0.005150652,1.0,0.004407725,1.0,,,,
0.0049786456,0.9988839,0.004517339,1.0,,,,
0.0039672586,1.0,0.0048727687,1.0,,,,
0.005227908,0.9988839,0.0063442923,1.0,,,,
0.004214227,1.0,0.0065226336,1.0,,,,
0.003835516,1.0,0.0065102885,0.962963,,,,
0.0054027056,0.9988839,0.00568301,1.0,,,,
0.0048263483,1.0,0.005269491,1.0,,,,
0.0048260754,1.0,0.0031857502,1.0,,,,
0.0035213397,1.0,0.0046546645,1.0,,,,
0.0026018794,1.0,0.002372998,1.0,,,,
0.0025588667,1.0,0.002905163,1.0,,,,
0.0023744088,1.0,0.0031232208,1.0,,,,
0.0021714107,1.0,0.0021154264,1.0,,,,
0.0020004127,1.0,0.0016028668,1.0,,,,
0.0019369272,1.0,0.0015998161,1.0,,,,
