train_loss,train_accuracy,test_loss,test_accuracy,grok_loss,grok_accuracy,corrupt_loss,corrupt_accuracy
1.0022507,0.02389706,1.0013638,0.02222222,1.1358438,0.0,0.8919646,0.0
0.95052606,0.073529415,0.97469777,0.08888888,0.8094272,0.0,0.50108916,0.13333334
0.8665328,0.20588236,1.0077105,0.23703703,1.4154104,0.0,0.48303518,0.40000004
0.8150594,0.32536766,1.1274817,0.52592593,0.7435549,0.4,0.062418137,1.0
0.9085321,0.21323529,0.9353569,0.34074074,0.8314296,0.0,0.23921767,0.6666667
0.87944335,0.18014705,0.9936369,0.28888887,1.0521133,0.2,0.28507036,0.6666667
0.98977226,0.13235295,1.1346489,0.0,0.7211477,0.0,1.1027824,0.0
1.0242661,0.014705882,1.0615851,0.0,1.0712854,0.0,1.1459632,0.0
1.0007389,0.005514706,1.208795,0.0,0.5489991,0.0,1.2184144,0.0
1.0249958,0.0,1.1449193,0.0,0.7483281,0.0,1.0762937,0.0
1.0071234,0.0,1.0082774,0.0,0.95730597,0.0,1.0144299,0.0
1.0040942,0.0,1.0430529,0.0,0.8789198,0.0,1.0236553,0.0
1.0144639,0.0,0.95197636,0.0,1.0782772,0.0,0.9613173,0.0
1.0094078,0.0,0.98620886,0.0,0.9993965,0.0,1.0043875,0.0
1.0180867,0.0,1.0509238,0.0,0.835819,0.0,1.0143379,0.0
1.0201938,0.0,1.0547038,0.0,0.86546457,0.0,1.0232995,0.0
1.0017185,0.0,0.9239056,0.0,1.265625,0.0,0.9436555,0.0
1.0068032,0.0,0.9191438,0.0,1.258563,0.0,0.9280413,0.0
1.0215985,0.0,1.0332842,0.0,0.9523983,0.0,1.0189576,0.0
1.0151007,0.0,1.0988901,0.0,0.80570954,0.0,1.0743954,0.0
1.0105813,0.0,0.94684094,0.0,1.1223321,0.0,0.95831877,0.0
1.0228891,0.0,0.9766024,0.0,1.0663033,0.0,0.98808044,0.0
1.0030127,0.0,0.8718253,0.0,1.496055,0.0,0.893762,0.0
1.0164917,0.0,0.89336437,0.0,1.3240252,0.0,0.92287385,0.0
1.0239341,0.0,1.2204185,0.0,0.6304197,0.0,1.1821051,0.0
1.0092527,0.0,0.86424327,0.0,1.5326815,0.0,0.8764935,0.0
1.0217211,0.0,0.9565864,0.0,1.1450752,0.0,0.9582587,0.0
1.0034827,0.0,0.98393095,0.0,1.0303302,0.0,0.9529563,0.0
1.0091594,0.005514706,0.9850778,0.0074074073,1.1587466,0.0,1.0643146,0.0
1.0329448,0.005514706,1.0452923,0.0,0.9675162,0.0,1.1521589,0.0
1.0322653,0.0018382353,1.001125,0.0,1.0443226,0.0,1.1267673,0.0
1.0194321,0.0018382353,1.0371215,0.0,1.1200362,0.0,0.93286556,0.0
1.0151914,0.0,1.0469775,0.0,0.9937285,0.0,0.95141524,0.0
1.0209935,0.0,1.0934805,0.0,1.0745041,0.0,0.95677173,0.0
1.0218302,0.0018382353,1.0312786,0.0,0.97543275,0.0,1.0241385,0.0
1.0155334,0.0,1.0153639,0.0,0.99215597,0.0,0.9980812,0.0
1.0115118,0.0,1.0582892,0.0,0.9572746,0.0,1.0172182,0.0
1.0202862,0.0018382353,1.0722358,0.0,0.9008,0.0,1.0525014,0.0
1.0213361,0.009191177,1.0845771,0.0,1.1570653,0.0,0.94468087,0.0
1.0221703,0.0,1.00871,0.0,0.9900179,0.0,1.0234869,0.0
1.0118499,0.0,1.0988123,0.0,0.94141626,0.0,1.0319093,0.0
1.0091172,0.0,1.0075865,0.0,1.0586543,0.0,0.96089125,0.0
1.013293,0.0,1.0296333,0.0,0.9568344,0.0,1.1315545,0.0
1.0071826,0.0,1.0647691,0.0,0.962658,0.0,1.0266169,0.0
0.99922293,0.0,0.993488,0.0,0.89457774,0.0,1.0030022,0.0
